keyword,title,price,rating,reviews,platform,delivery,brand,price_range,popularity_score,raw_price,discount
office chair ergonomic,Nike office chair ergonomic Model 462,23777.0,3.7,1783,croma,2 days,Nike,Premium,27.700469258617836,23777.0,0
office chair ergonomic,LG office chair ergonomic Model 572,23787.0,4.4,2192,croma,free delivery,LG,Premium,33.84931329303871,23787.0,0
office chair ergonomic,Puma office chair ergonomic Model 306,23833.0,2.6,293,flipkart,5 days,Puma,Premium,14.777307395080571,23833.0,0
microwave oven convection,Boat microwave oven convection Model 957,23854.0,4.8,3087,flipkart,5 days,Boat,Premium,38.5693387734944,23854.0,0
office chair ergonomic,Puma office chair ergonomic Model 906,23890.0,3.5,2464,reliance digital,2 days,Puma,Premium,27.334814802668767,23890.0,0
office chair ergonomic,Nike office chair ergonomic Model 620,23961.0,3.7,913,reliance digital,free delivery,Nike,Premium,25.225973114380356,23961.0,0
air fryer India,Nike air fryer India Model 635,23979.0,4.0,384,amazon,2 days,Nike,Premium,23.81297333715114,23979.0,0
power bank fast charging,Sony power bank fast charging Model 327,24058.0,4.6,251,croma,5 days,Sony,Premium,25.435373802552544,24058.0,0
microwave oven convection,Sony microwave oven convection Model 712,24110.0,3.0,2924,croma,free delivery,Sony,Premium,23.943149278997872,24110.0,0
microwave oven convection,Philips microwave oven convection Model 322,24110.0,4.2,3643,croma,free delivery,Philips,Premium,34.44351648519537,24110.0,0
power bank fast charging,HP power bank fast charging Model 709,24141.0,3.2,2688,croma,2 days,HP,Premium,25.270158900060366,24141.0,0
air fryer India,Philips air fryer India Model 777,24223.0,2.9,2765,reliance digital,5 days,Philips,Premium,22.982956785451638,24223.0,0
air fryer India,HP air fryer India Model 467,24241.0,3.6,2577,croma,5 days,HP,Premium,28.277169060596876,24241.0,0
office chair ergonomic,Samsung office chair ergonomic Model 750,24312.0,4.6,1105,amazon,2 days,Samsung,Premium,32.23912383757849,24312.0,0
air fryer India,Philips air fryer India Model 811,24354.0,2.7,3500,reliance digital,2 days,Philips,Premium,22.0341705865776,24354.0,0
air fryer India,Puma air fryer India Model 487,24376.0,2.7,2426,croma,2 days,Puma,Premium,21.044910255461826,24376.0,0
men running shoes,Puma men running shoes Model 575,24405.0,3.2,3131,reliance digital,free delivery,Puma,Premium,25.758166582754225,24405.0,0
microwave oven convection,Puma microwave oven convection Model 342,24507.0,2.7,389,amazon,5 days,Puma,Premium,16.10859619563397,24507.0,0
office chair ergonomic,Puma office chair ergonomic Model 360,24626.0,2.8,3256,croma,free delivery,Puma,Premium,22.647973054773452,24626.0,0
power bank fast charging,HP power bank fast charging Model 605,24658.0,4.1,2491,reliance digital,2 days,HP,Premium,32.06544760762011,24658.0,0
microwave oven convection,Samsung microwave oven convection Model 981,24681.0,4.6,2547,flipkart,5 days,Samsung,Premium,36.07809447678345,24681.0,0
men running shoes,Philips men running shoes Model 324,24783.0,3.0,1077,croma,2 days,Philips,Premium,20.948588254406825,24783.0,0
men running shoes,Nike men running shoes Model 543,24799.0,3.7,2416,flipkart,5 days,Nike,Premium,28.82404480860289,24799.0,0
men running shoes,Nike men running shoes Model 785,24799.0,3.4,246,flipkart,5 days,Nike,Premium,18.731920344535123,24799.0,0
air fryer India,Samsung air fryer India Model 320,25030.0,3.7,3449,reliance digital,free delivery,Samsung,Premium,30.140679187094,25030.0,0
power bank fast charging,Puma power bank fast charging Model 955,25138.0,4.7,1783,amazon,2 days,Puma,Premium,35.18708257175779,25138.0,0
power bank fast charging,Philips power bank fast charging Model 461,25138.0,3.1,4526,amazon,2 days,Philips,Premium,26.095225717051473,25138.0,0
power bank fast charging,LG power bank fast charging Model 344,25192.0,4.3,1871,flipkart,free delivery,LG,Premium,32.399479425261404,25192.0,0
men running shoes,Philips men running shoes Model 411,25279.0,3.4,2261,amazon,5 days,Philips,Premium,26.26161583269862,25279.0,0
office chair ergonomic,Sony office chair ergonomic Model 493,25335.0,3.5,252,croma,5 days,Sony,Premium,19.36686321054632,25335.0,0
microwave oven convection,HP microwave oven convection Model 563,25389.0,3.8,1359,flipkart,free delivery,HP,Premium,27.41791191917437,25389.0,0
microwave oven convection,LG microwave oven convection Model 323,25389.0,3.8,1494,flipkart,free delivery,LG,Premium,27.777549646134187,25389.0,0
office chair ergonomic,Dell office chair ergonomic Model 101,25401.0,3.0,3442,reliance digital,2 days,Dell,Premium,24.432295390015575,25401.0,0
office chair ergonomic,Nike office chair ergonomic Model 559,25401.0,3.7,3147,reliance digital,2 days,Nike,Premium,29.80173365528799,25401.0,0
microwave oven convection,Sony microwave oven convection Model 539,25404.0,3.3,3211,reliance digital,5 days,Sony,Premium,26.64634194771995,25404.0,0
office chair ergonomic,Dell office chair ergonomic Model 627,25413.0,4.4,1324,flipkart,5 days,Dell,Premium,31.632338049049423,25413.0,0
office chair ergonomic,HP office chair ergonomic Model 674,25437.0,3.0,2042,croma,2 days,HP,Premium,22.866523784452866,25437.0,0
air fryer India,Dell air fryer India Model 491,25496.0,3.4,2200,reliance digital,2 days,Dell,Premium,26.16866807718997,25496.0,0
microwave oven convection,Dell microwave oven convection Model 722,25560.0,4.3,844,reliance digital,free delivery,Dell,Premium,28.979147497635847,25560.0,0
men running shoes,HP men running shoes Model 164,25568.0,3.8,2404,croma,2 days,HP,Premium,29.584159693651472,25568.0,0
air fryer India,Dell air fryer India Model 250,25576.0,2.9,1041,flipkart,5 days,Dell,Premium,20.151801944708605,25576.0,0
men running shoes,Samsung men running shoes Model 420,25585.0,4.4,382,reliance digital,free delivery,Samsung,Premium,26.171353952394842,25585.0,0
air fryer India,Dell air fryer India Model 696,25678.0,3.3,1208,flipkart,free delivery,Dell,Premium,23.421911207028813,25678.0,0
air fryer India,LG air fryer India Model 168,25678.0,2.7,2233,flipkart,free delivery,LG,Premium,20.821182244998695,25678.0,0
air fryer India,Philips air fryer India Model 933,25678.0,4.7,4077,flipkart,free delivery,Philips,Premium,39.07280117033168,25678.0,0
air fryer India,Sony air fryer India Model 538,25678.0,4.0,39,flipkart,free delivery,Sony,Premium,14.755517816455745,25678.0,0
air fryer India,Dell air fryer India Model 426,25678.0,4.1,3123,flipkart,free delivery,Dell,Premium,32.99216499493426,25678.0,0
power bank fast charging,Samsung power bank fast charging Model 221,25707.5,2.7,4394,croma,5 days,Samsung,Premium,22.64820158732205,25707.5,0
power bank fast charging,Dell power bank fast charging Model 386,25796.5,4.2,962,reliance digital,free delivery,Dell,Premium,28.854224329552128,25796.5,0
microwave oven convection,Puma microwave oven convection Model 599,25806.0,4.3,2331,flipkart,free delivery,Puma,Premium,33.344270654122646,25806.0,0
air fryer India,Dell air fryer India Model 471,25906.0,2.8,2582,reliance digital,free delivery,Dell,Premium,21.99877902066835,25906.0,0
air fryer India,Samsung air fryer India Model 721,25932.5,3.7,4645,reliance digital,5 days,Samsung,Premium,31.24191907932231,25932.5,0
men running shoes,LG men running shoes Model 174,25956.0,3.7,4029,amazon,5 days,LG,Premium,30.715630123280697,25956.0,0
men running shoes,Sony men running shoes Model 630,25956.0,3.8,3445,amazon,5 days,Sony,Premium,30.950883784933925,25956.0,0
men running shoes,Dell men running shoes Model 209,25956.0,4.0,674,amazon,5 days,Dell,Premium,26.05885076349012,25956.0,0
power bank fast charging,LG power bank fast charging Model 649,26039.0,4.1,248,flipkart,2 days,LG,Premium,22.6215568755053,26039.0,0
office chair ergonomic,Sony office chair ergonomic Model 529,26090.0,4.7,2527,flipkart,2 days,Sony,Premium,36.82536364975372,26090.0,0
power bank fast charging,Philips power bank fast charging Model 367,26131.0,3.1,587,flipkart,5 days,Philips,Premium,19.767853538485745,26131.0,0
power bank fast charging,Nike power bank fast charging Model 679,26131.0,4.4,209,flipkart,5 days,Nike,Premium,23.527273135156864,26131.0,0
men running shoes,Dell men running shoes Model 980,26143.0,4.3,3563,amazon,free delivery,Dell,Premium,35.16814679094001,26143.0,0
air fryer India,Dell air fryer India Model 255,26154.0,3.4,1644,flipkart,free delivery,Dell,Premium,25.178685254878207,26154.0,0
power bank fast charging,Boat power bank fast charging Model 483,26374.0,4.4,2145,flipkart,2 days,Boat,Premium,33.753988062038836,26374.0,0
microwave oven convection,Nike microwave oven convection Model 557,26380.0,4.7,3235,flipkart,free delivery,Nike,Premium,37.9858384074384,26380.0,0
microwave oven convection,Sony microwave oven convection Model 764,26390.0,4.1,1905,croma,free delivery,Sony,Premium,30.966324545278002,26390.0,0
power bank fast charging,Samsung power bank fast charging Model 596,26397.0,3.3,1033,reliance digital,free delivery,Samsung,Premium,22.905927181725634,26397.0,0
men running shoes,Boat men running shoes Model 420,26404.0,3.9,718,croma,free delivery,Boat,Premium,25.65365929511208,26404.0,0
air fryer India,Nike air fryer India Model 150,26407.0,2.9,3910,reliance digital,free delivery,Nike,Premium,23.98749028679099,26407.0,0
microwave oven convection,Philips microwave oven convection Model 652,26565.0,2.6,3497,amazon,2 days,Philips,Premium,21.215861304504223,26565.0,0
air fryer India,HP air fryer India Model 947,26570.0,4.9,1076,croma,2 days,HP,Premium,34.21147991806631,26570.0,0
air fryer India,HP air fryer India Model 947,26570.0,4.9,1783,croma,2 days,HP,Premium,36.684405234385785,26570.0,0
men running shoes,HP men running shoes Model 563,26629.0,3.8,371,croma,free delivery,HP,Premium,22.491796646237955,26629.0,0
microwave oven convection,Dell microwave oven convection Model 714,26693.0,4.9,3601,croma,free delivery,Dell,Premium,40.12729817610592,26693.0,0
microwave oven convection,Philips microwave oven convection Model 925,26739.0,4.8,461,reliance digital,2 days,Philips,Premium,29.450711477192343,26739.0,0
power bank fast charging,Dell power bank fast charging Model 949,26802.0,2.9,3666,flipkart,free delivery,Dell,Premium,23.800674587406846,26802.0,0
office chair ergonomic,Samsung office chair ergonomic Model 945,26888.0,3.0,3165,amazon,free delivery,Samsung,Premium,24.18067272132287,26888.0,0
office chair ergonomic,Puma office chair ergonomic Model 101,26888.0,4.7,2219,amazon,free delivery,Puma,Premium,36.21473363187173,26888.0,0
office chair ergonomic,Philips office chair ergonomic Model 550,26888.0,4.6,2088,amazon,free delivery,Philips,Premium,35.1644275031602,26888.0,0
office chair ergonomic,LG office chair ergonomic Model 315,26888.0,2.5,517,amazon,free delivery,LG,Premium,15.624938105648706,26888.0,0
office chair ergonomic,Sony office chair ergonomic Model 630,26972.0,4.9,3572,reliance digital,free delivery,Sony,Premium,40.08768820431471,26972.0,0
office chair ergonomic,Samsung office chair ergonomic Model 816,26972.0,3.5,4253,reliance digital,free delivery,Samsung,Premium,29.24465248516064,26972.0,0
office chair ergonomic,Puma office chair ergonomic Model 834,26972.0,4.4,3119,reliance digital,free delivery,Puma,Premium,35.400588435535525,26972.0,0
men running shoes,Philips men running shoes Model 426,27021.0,3.8,2209,amazon,5 days,Philips,Premium,29.262841619144833,27021.0,0
microwave oven convection,Boat microwave oven convection Model 919,27029.0,4.6,4765,croma,5 days,Boat,Premium,38.95860822522996,27029.0,0
microwave oven convection,Philips microwave oven convection Model 381,27029.0,4.4,4638,croma,5 days,Philips,Premium,37.145918060907675,27029.0,0
microwave oven convection,Sony microwave oven convection Model 143,27040.0,3.5,3942,reliance digital,5 days,Sony,Premium,28.978939968571698,27040.0,0
microwave oven convection,Nike microwave oven convection Model 856,27091.0,4.1,277,croma,5 days,Nike,Premium,23.07324656613161,27091.0,0
men running shoes,Boat men running shoes Model 506,27212.0,3.1,797,croma,2 days,Boat,Premium,20.71453665209441,27212.0,0
office chair ergonomic,Boat office chair ergonomic Model 748,27212.0,3.0,2333,flipkart,free delivery,Boat,Premium,23.266016438539502,27212.0,0
office chair ergonomic,Puma office chair ergonomic Model 946,27326.0,4.4,3197,amazon,5 days,Puma,Premium,35.50923593093316,27326.0,0
power bank fast charging,Puma power bank fast charging Model 990,27357.0,3.7,1960,croma,5 days,Puma,Premium,28.05047635692648,27357.0,0
men running shoes,HP men running shoes Model 244,27366.0,4.7,171,amazon,5 days,HP,Premium,24.193224041023228,27366.0,0
office chair ergonomic,Philips office chair ergonomic Model 358,27382.0,4.2,2911,amazon,5 days,Philips,Premium,33.50170071912962,27382.0,0
microwave oven convection,Dell microwave oven convection Model 363,27413.0,3.1,1596,flipkart,2 days,Dell,Premium,22.86523465946654,27413.0,0
power bank fast charging,Dell power bank fast charging Model 852,27435.0,4.3,1773,amazon,free delivery,Dell,Premium,32.168266300338956,27435.0,0
office chair ergonomic,Philips office chair ergonomic Model 798,27544.0,3.6,1535,flipkart,5 days,Philips,Premium,26.412972889347426,27544.0,0
office chair ergonomic,Nike office chair ergonomic Model 962,27544.0,4.6,2246,flipkart,5 days,Nike,Premium,35.499815852052514,27544.0,0
office chair ergonomic,Dell office chair ergonomic Model 771,27544.0,4.4,923,flipkart,5 days,Dell,Premium,30.046333115223412,27544.0,0
office chair ergonomic,Dell office chair ergonomic Model 968,27549.0,3.7,1702,amazon,2 days,Dell,Premium,27.52854271845195,27549.0,0
air fryer India,Samsung air fryer India Model 992,27560.0,4.8,982,flipkart,free delivery,Samsung,Premium,33.0749237767064,27560.0,0
air fryer India,HP air fryer India Model 794,27642.0,4.9,22,reliance digital,5 days,HP,Premium,15.363921658052835,27642.0,0
men running shoes,Sony men running shoes Model 620,27675.0,2.8,2671,flipkart,2 days,Sony,Premium,22.0936310970383,27675.0,0
men running shoes,Samsung men running shoes Model 267,27684.0,4.4,2165,flipkart,5 days,Samsung,Premium,33.79480468126812,27684.0,0
microwave oven convection,Puma microwave oven convection Model 387,27730.0,2.7,3521,croma,5 days,Puma,Premium,22.05031758045161,27730.0,0
office chair ergonomic,LG office chair ergonomic Model 482,27778.0,3.7,1253,flipkart,2 days,LG,Premium,26.396146768413608,27778.0,0
microwave oven convection,Philips microwave oven convection Model 209,27815.0,3.2,4406,reliance digital,5 days,Philips,Premium,26.851038287494358,27815.0,0
power bank fast charging,Nike power bank fast charging Model 179,27819.0,4.4,4685,croma,5 days,Nike,Premium,37.190272323898064,27819.0,0
men running shoes,Puma men running shoes Model 582,28024.0,3.4,80,flipkart,free delivery,Puma,Premium,14.941127125886293,28024.0,0
air fryer India,Nike air fryer India Model 172,28087.0,4.2,2788,croma,free delivery,Nike,Premium,33.320441228035456,28087.0,0
air fryer India,Nike air fryer India Model 672,28104.5,2.6,1638,amazon,free delivery,Nike,Premium,19.24478810473396,28104.5,0
power bank fast charging,Dell power bank fast charging Model 966,28133.0,4.4,2950,flipkart,free delivery,Dell,Premium,35.15555724974894,28133.0,0
power bank fast charging,Philips power bank fast charging Model 642,28225.0,4.6,2579,reliance digital,2 days,Philips,Premium,36.135505518412046,28225.0,0
microwave oven convection,Samsung microwave oven convection Model 788,28251.0,3.3,4604,amazon,free delivery,Samsung,Premium,27.835163230675043,28251.0,0
office chair ergonomic,Puma office chair ergonomic Model 336,28269.0,3.3,4418,flipkart,2 days,Puma,Premium,27.69910672693144,28269.0,0
air fryer India,Dell air fryer India Model 786,28304.0,4.4,2261,reliance digital,2 days,Dell,Premium,33.98562048937469,28304.0,0
air fryer India,Samsung air fryer India Model 307,28309.0,3.7,2822,reliance digital,5 days,Samsung,Premium,29.39855508453791,28309.0,0
microwave oven convection,Puma microwave oven convection Model 321,28313.0,3.5,4186,reliance digital,free delivery,Puma,Premium,29.189089181067,28313.0,0
